race,cand_name,cand_img,cand_details,race_code,url,vs_state,vs_office,district_no
"
                  Georgia
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Rich McCormick,//static.votesmart.org/static/canphoto/189765.jpg,"
                Rich McCormick

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/189765.jpg,"Georgia
","U.S. House
","6
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Mark Gonsalves,//static.votesmart.org/static/canphoto/189762.jpg,"
                Mark Gonsalves

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/189762.jpg,"Georgia
","U.S. House
","7
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Lucy McBath,//static.votesmart.org/static/canphoto/178538.jpg,"
                Lucy McBath

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/178538.jpg,"Georgia
","U.S. House
","7
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Darrius Butler,//static.votesmart.org/static/canphoto/203243.jpg,"
                Darrius Butler

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203243.jpg,"Georgia
","U.S. House
","8
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Austin Scott,//static.votesmart.org/static/canphoto/11812.jpg,"
                Austin Scott

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/11812.jpg,"Georgia
","U.S. House
","8
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Andrew Clyde,//static.votesmart.org/static/canphoto/189770.jpg,"
                Andrew Clyde

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/189770.jpg,"Georgia
","U.S. House
","9
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Michael Ford,//static.votesmart.org/static/canphoto/203247.jpg,"
                Michael Ford

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203247.jpg,"Georgia
","U.S. House
","9
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Mike Collins,//static.votesmart.org/static/canphoto/151225.jpg,"
                Mike Collins

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/151225.jpg,"Georgia
","U.S. House
","10
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Tabitha Johnson-Green,//static.votesmart.org/static/canphoto/178555.jpg,"
                Tabitha Johnson-Green

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/178555.jpg,"Georgia
","U.S. House
","10
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Antonio Daza,//static.votesmart.org/static/canphoto/203255.jpg,"
                Antonio Daza

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203255.jpg,"Georgia
","U.S. House
","11
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Barry Loudermilk,//static.votesmart.org/static/canphoto/31618.jpg,"
                Barry Loudermilk

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/31618.jpg,"Georgia
","U.S. House
","11
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  12
                  
                  
                ",Rick Allen,//static.votesmart.org/static/canphoto/136062.jpg,"
                Rick Allen

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/136062.jpg,"Georgia
","U.S. House
","12
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  12
                  
                  
                ",Liz Johnson,//static.votesmart.org/static/canphoto/122904.jpg,"
                Liz Johnson

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/122904.jpg,"Georgia
","U.S. House
","12
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  13
                  
                  
                ",Caesar Gonzales,//static.votesmart.org/static/canphoto/189780.jpg,"
                Caesar Gonzales

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/189780.jpg,"Georgia
","U.S. House
","13
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  13
                  
                  
                ",David Scott,//static.votesmart.org/static/canphoto/7826.jpg,"
                David Scott

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/7826.jpg,"Georgia
","U.S. House
","13
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  14
                  
                  
                ",Marcus Flowers,//static.votesmart.org/static/canphoto/203266.jpg,"
                Marcus Flowers

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203266.jpg,"Georgia
","U.S. House
","14
"
"
                  Georgia
                  U.S. House
                  
                  District 
                  14
                  
                  
                ",Marjorie Greene,//static.votesmart.org/static/canphoto/189785.jpg,"
                Marjorie Greene

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/189785.jpg,"Georgia
","U.S. House
","14
"
"
                  Guam
                  U.S. House
                  
                  
                  Delegate
                  
                  
                ",James Moylan,//static.votesmart.org/static/canphoto/209781.jpg,"
                James Moylan

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/209781.jpg,"Guam
","U.S. House
","Delegate
"
"
                  Guam
                  U.S. House
                  
                  
                  Delegate
                  
                  
                ",Judith Won Pat,//static.votesmart.org/static/canphoto/209780.jpg,"
                Judith Won Pat

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/209780.jpg,"Guam
","U.S. House
","Delegate
"
"
                  Hawaii
                  U.S. Senate
                  
                  
                ",Feena Bonoan,//static.votesmart.org/static/canphoto/192355.jpg,"
                Feena Bonoan

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/192355.jpg,"Hawaii
","U.S. Senate
",
"
                  Hawaii
                  U.S. Senate
                  
                  
                ",Dan Decker,//static.votesmart.org/static/canphoto/208330.jpg,"
                Dan Decker

                (Running)

                Aloha 'Aina
              ",S,https://static.votesmart.org/static/canphoto/208330.jpg,"Hawaii
","U.S. Senate
",
"
                  Hawaii
                  U.S. Senate
                  
                  
                ",Bob McDermott,//static.votesmart.org/static/canphoto/14848.jpg,"
                Bob McDermott

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/14848.jpg,"Hawaii
","U.S. Senate
",
"
                  Hawaii
                  U.S. Senate
                  
                  
                ",Emma Jane Pohlman,//static.votesmart.org/static/canphoto/208346.jpg,"
                Emma Jane Pohlman

                (Running)

                Green Party
              ",S,https://static.votesmart.org/static/canphoto/208346.jpg,"Hawaii
","U.S. Senate
",
"
                  Hawaii
                  U.S. Senate
                  
                  
                ",Brian Schatz,//static.votesmart.org/static/canphoto/17852.jpg,"
                Brian Schatz

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/17852.jpg,"Hawaii
","U.S. Senate
",
"
                  Hawaii
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Ed Case,//static.votesmart.org/static/canphoto/3422.jpg,"
                Ed Case

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/3422.jpg,"Hawaii
","U.S. House
","1
"
"
                  Hawaii
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Conrad Kress,//static.votesmart.org/static/canphoto/208351.jpg,"
                Conrad Kress

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/208351.jpg,"Hawaii
","U.S. House
","1
"
"
                  Hawaii
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Joe Akana,//static.votesmart.org/static/canphoto/192365.jpg,"
                Joe Akana

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/192365.jpg,"Hawaii
","U.S. House
","2
"
"
                  Hawaii
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Michelle Tippens,//static.votesmart.org/static/canphoto/172232.jpg,"
                Michelle Tippens

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/172232.jpg,"Hawaii
","U.S. House
","2
"
"
                  Hawaii
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Jill Tokuda,//static.votesmart.org/static/canphoto/68493.jpg,"
                Jill Tokuda

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/68493.jpg,"Hawaii
","U.S. House
","2
"
"
                  Iowa
                  U.S. Senate
                  
                  
                ",Michael Franken,//static.votesmart.org/static/canphoto/189930.jpg,"
                Michael Franken

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/189930.jpg,"Iowa
","U.S. Senate
",
"
                  Iowa
                  U.S. Senate
                  
                  
                ",Chuck Grassley,//static.votesmart.org/static/canphoto/53293.jpg,"
                Chuck Grassley

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/53293.jpg,"Iowa
","U.S. Senate
",
"
                  Iowa
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Christina Bohannan,//static.votesmart.org/static/canphoto/191056.jpg,"
                Christina Bohannan

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/191056.jpg,"Iowa
","U.S. House
","1
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Mariannette Miller-Meeks,//static.votesmart.org/static/canphoto/103294.jpg,"
                Mariannette Miller-Meeks

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/103294.jpg,"Iowa
","U.S. House
","1
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Ashley Hinson,//static.votesmart.org/static/canphoto/168783.jpg,"
                Ashley Hinson

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/168783.jpg,"Iowa
","U.S. House
","2
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Liz Mathis,//static.votesmart.org/static/canphoto/136806.jpg,"
                Liz Mathis

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/136806.jpg,"Iowa
","U.S. House
","2
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Cindy Axne,//static.votesmart.org/static/canphoto/179226.jpg,"
                Cindy Axne

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/179226.jpg,"Iowa
","U.S. House
","3
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Zach Nunn,//static.votesmart.org/static/canphoto/151170.jpg,"
                Zach Nunn

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/151170.jpg,"Iowa
","U.S. House
","3
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Randy Feenstra,//static.votesmart.org/static/canphoto/103301.jpg,"
                Randy Feenstra

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/103301.jpg,"Iowa
","U.S. House
","4
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Bryan Holder,//static.votesmart.org/static/canphoto/155344.jpg,"
                Bryan Holder

                (Running)

                Liberty Caucus
              ",H,https://static.votesmart.org/static/canphoto/155344.jpg,"Iowa
","U.S. House
","4
"
"
                  Iowa
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Ryan Melton,//static.votesmart.org/static/canphoto/203889.jpg,"
                Ryan Melton

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203889.jpg,"Iowa
","U.S. House
","4
"
"
                  Idaho
                  U.S. Senate
                  
                  
                ",Scott Cleveland,//static.votesmart.org/static/canphoto/203028.jpg,"
                Scott Cleveland

                (Running)

                Independent
              ",S,https://static.votesmart.org/static/canphoto/203028.jpg,"Idaho
","U.S. Senate
",
"
                  Idaho
                  U.S. Senate
                  
                  
                ",Mike Crapo,//static.votesmart.org/static/canphoto/26830.jpg,"
                Mike Crapo

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/26830.jpg,"Idaho
","U.S. Senate
",
"
                  Idaho
                  U.S. Senate
                  
                  
                ",David Roth,//static.votesmart.org/static/canphoto/191046.jpg,"
                David Roth

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/191046.jpg,"Idaho
","U.S. Senate
",
"
                  Idaho
                  U.S. Senate
                  
                  
                ",Idaho Sierra Law,//static.votesmart.org/static/canphoto/189972.jpg,"
                Idaho Sierra Law

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/189972.jpg,"Idaho
","U.S. Senate
",
"
                  Idaho
                  U.S. Senate
                  
                  
                ","Ray Writz, Jr.",//static.votesmart.org/static/canphoto/56774.jpg,"
                Ray Writz, Jr.

                (Running)

                Constitution
              ",S,https://static.votesmart.org/static/canphoto/56774.jpg,"Idaho
","U.S. Senate
",
"
                  Idaho
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Darian Drake,//static.votesmart.org/static/canphoto/210925.jpg,"
                Darian Drake

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/210925.jpg,"Idaho
","U.S. House
","1
"
"
                  Idaho
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Joseph Evans,//static.votesmart.org/static/canphoto/183086.jpg,"
                Joseph Evans

                (Withdrawn)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/183086.jpg,"Idaho
","U.S. House
","1
"
"
                  Idaho
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Russ Fulcher,//static.votesmart.org/static/canphoto/33091.jpg,"
                Russ Fulcher

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/33091.jpg,"Idaho
","U.S. House
","1
"
"
                  Idaho
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Kaylee Peterson,//static.votesmart.org/static/canphoto/203032.jpg,"
                Kaylee Peterson

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203032.jpg,"Idaho
","U.S. House
","1
"
"
                  Idaho
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Wendy Norman,//static.votesmart.org/static/canphoto/203033.jpg,"
                Wendy Norman

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/203033.jpg,"Idaho
","U.S. House
","2
"
"
                  Idaho
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Mike Simpson,//static.votesmart.org/static/canphoto/2917.jpg,"
                Mike Simpson

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/2917.jpg,"Idaho
","U.S. House
","2
"
"
                  Illinois
                  U.S. Senate
                  
                  
                ",Tammy Duckworth,//static.votesmart.org/static/canphoto/57442.jpg,"
                Tammy Duckworth

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/57442.jpg,"Illinois
","U.S. Senate
",
"
                  Illinois
                  U.S. Senate
                  
                  
                ",William Redpath,//static.votesmart.org/static/canphoto/55856.jpg,"
                William Redpath

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/55856.jpg,"Illinois
","U.S. Senate
",
"
                  Illinois
                  U.S. Senate
                  
                  
                ",Kathy Salvi,//static.votesmart.org/static/canphoto/57444.jpg,"
                Kathy Salvi

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/57444.jpg,"Illinois
","U.S. Senate
",
"
                  Illinois
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Eric Carlson,//static.votesmart.org/static/canphoto/204278.jpg,"
                Eric Carlson

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204278.jpg,"Illinois
","U.S. House
","1
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Jonathan Jackson,//static.votesmart.org/static/canphoto/204284.jpg,"
                Jonathan Jackson

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/204284.jpg,"Illinois
","U.S. House
","1
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Robin Kelly,//static.votesmart.org/static/canphoto/33384.jpg,"
                Robin Kelly

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/33384.jpg,"Illinois
","U.S. House
","2
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Thomas Lynch,//static.votesmart.org/static/canphoto/204298.jpg,"
                Thomas Lynch

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204298.jpg,"Illinois
","U.S. House
","2
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Justin Burau,//static.votesmart.org/static/canphoto/204300.jpg,"
                Justin Burau

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204300.jpg,"Illinois
","U.S. House
","3
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Delia Ramirez,//static.votesmart.org/static/canphoto/177128.jpg,"
                Delia Ramirez

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/177128.jpg,"Illinois
","U.S. House
","3
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",James Falakos,//static.votesmart.org/static/canphoto/204303.jpg,"
                James Falakos

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204303.jpg,"Illinois
","U.S. House
","4
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Chuy Garcia,//static.votesmart.org/static/canphoto/6261.jpg,"
                Chuy Garcia

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/6261.jpg,"Illinois
","U.S. House
","4
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Edward Hershey,//static.votesmart.org/static/canphoto/209796.jpg,"
                Edward Hershey

                (Running)

                Working Class
              ",H,https://static.votesmart.org/static/canphoto/209796.jpg,"Illinois
","U.S. House
","4
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Jerico Cruz,//static.votesmart.org/static/canphoto/209361.jpg,"
                Jerico Cruz

                (Running)

                Independent
              ",H,https://static.votesmart.org/static/canphoto/209361.jpg,"Illinois
","U.S. House
","5
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Tom Hanson,//static.votesmart.org/static/canphoto/33366.jpg,"
                Tom Hanson

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/33366.jpg,"Illinois
","U.S. House
","5
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Mike Quigley,//static.votesmart.org/static/canphoto/83310.jpg,"
                Mike Quigley

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/83310.jpg,"Illinois
","U.S. House
","5
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Sean Casten,//static.votesmart.org/static/canphoto/176982.jpg,"
                Sean Casten

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/176982.jpg,"Illinois
","U.S. House
","6
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Keith Pekau,//static.votesmart.org/static/canphoto/198132.jpg,"
                Keith Pekau

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/198132.jpg,"Illinois
","U.S. House
","6
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Danny Davis,//static.votesmart.org/static/canphoto/233.jpg,"
                Danny Davis

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/233.jpg,"Illinois
","U.S. House
","7
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Chris Dargis,//static.votesmart.org/static/canphoto/204314.jpg,"
                Chris Dargis

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204314.jpg,"Illinois
","U.S. House
","8
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Raja Krishnamoorthi,//static.votesmart.org/static/canphoto/117519.jpg,"
                Raja Krishnamoorthi

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/117519.jpg,"Illinois
","U.S. House
","8
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Maxwell Rice,//static.votesmart.org/static/canphoto/177084.jpg,"
                Maxwell Rice

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/177084.jpg,"Illinois
","U.S. House
","9
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Jan Schakowsky,//static.votesmart.org/static/canphoto/6387.jpg,"
                Jan Schakowsky

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/6387.jpg,"Illinois
","U.S. House
","9
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Brad Schneider,//static.votesmart.org/static/canphoto/134948.jpg,"
                Brad Schneider

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/134948.jpg,"Illinois
","U.S. House
","10
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Joe Severino,//static.votesmart.org/static/canphoto/204317.jpg,"
                Joe Severino

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204317.jpg,"Illinois
","U.S. House
","10
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Bill Foster,//static.votesmart.org/static/canphoto/101632.jpg,"
                Bill Foster

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/101632.jpg,"Illinois
","U.S. House
","11
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Catalina Lauf,//static.votesmart.org/static/canphoto/187980.jpg,"
                Catalina Lauf

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/187980.jpg,"Illinois
","U.S. House
","11
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  12
                  
                  
                ",Mike Bost,//static.votesmart.org/static/canphoto/6302.jpg,"
                Mike Bost

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/6302.jpg,"Illinois
","U.S. House
","12
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  12
                  
                  
                ",Chip Markel,//static.votesmart.org/static/canphoto/204323.jpg,"
                Chip Markel

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/204323.jpg,"Illinois
","U.S. House
","12
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  13
                  
                  
                ",Nikki Budzinski,//static.votesmart.org/static/canphoto/204328.jpg,"
                Nikki Budzinski

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/204328.jpg,"Illinois
","U.S. House
","13
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  13
                  
                  
                ",Regan Deering,//static.votesmart.org/static/canphoto/204324.jpg,"
                Regan Deering

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/204324.jpg,"Illinois
","U.S. House
","13
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  14
                  
                  
                ",Scott Gryder,//static.votesmart.org/static/canphoto/147876.jpg,"
                Scott Gryder

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/147876.jpg,"Illinois
","U.S. House
","14
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  14
                  
                  
                ",Lauren Underwood,//static.votesmart.org/static/canphoto/177001.jpg,"
                Lauren Underwood

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/177001.jpg,"Illinois
","U.S. House
","14
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  15
                  
                  
                ",Paul Lange,//static.votesmart.org/static/canphoto/9599.jpg,"
                Paul Lange

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/9599.jpg,"Illinois
","U.S. House
","15
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  15
                  
                  
                ",Mary Miller,//static.votesmart.org/static/canphoto/187988.jpg,"
                Mary Miller

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/187988.jpg,"Illinois
","U.S. House
","15
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  16
                  
                  
                ",Elizabeth Haderlein,//static.votesmart.org/static/canphoto/210549.jpg,"
                Elizabeth Haderlein

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/210549.jpg,"Illinois
","U.S. House
","16
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  16
                  
                  
                ",Darin LaHood,//static.votesmart.org/static/canphoto/128760.jpg,"
                Darin LaHood

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/128760.jpg,"Illinois
","U.S. House
","16
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  17
                  
                  
                ",Esther King,//static.votesmart.org/static/canphoto/187993.jpg,"
                Esther King

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/187993.jpg,"Illinois
","U.S. House
","17
"
"
                  Illinois
                  U.S. House
                  
                  District 
                  17
                  
                  
                ",Eric Sorensen,//static.votesmart.org/static/canphoto/204339.jpg,"
                Eric Sorensen

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/204339.jpg,"Illinois
","U.S. House
","17
"
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Antonio Alvarez,//static.votesmart.org/static/canphoto/210099.jpg,"
                Antonio Alvarez

                (Running)

                Political Synergy, Write-In
              ",S,https://static.votesmart.org/static/canphoto/210099.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Thomas Baer,//static.votesmart.org/static/canphoto/210097.jpg,"
                Thomas Baer

                (Running)

                Independent, Write-In
              ",S,https://static.votesmart.org/static/canphoto/210097.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Phillip Beachy,//static.votesmart.org/static/canphoto/201934.jpg,"
                Phillip Beachy

                (Running)

                Independent, Write-In
              ",S,https://static.votesmart.org/static/canphoto/201934.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Haneefah Khaaliq,//static.votesmart.org/static/canphoto/201811.jpg,"
                Haneefah Khaaliq

                (Running)

                Independent, Write-In
              ",S,https://static.votesmart.org/static/canphoto/201811.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Ellen Kizik,//static.votesmart.org/static/canphoto/206733.jpg,"
                Ellen Kizik

                (Running)

                No Party Affiliation
              ",S,https://static.votesmart.org/static/canphoto/206733.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ","Thomas McDermott, Jr.",//static.votesmart.org/static/canphoto/72964.jpg,"
                Thomas McDermott, Jr.

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/72964.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Daniel Niederberger,//static.votesmart.org/static/canphoto/189234.jpg,"
                Daniel Niederberger

                (Running)

                Other, Write-In
              ",S,https://static.votesmart.org/static/canphoto/189234.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",James Sceniak,//static.votesmart.org/static/canphoto/206427.jpg,"
                James Sceniak

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/206427.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",David Storer,//static.votesmart.org/static/canphoto/210098.jpg,"
                David Storer

                (Running)

                Independent, Write-In
              ",S,https://static.votesmart.org/static/canphoto/210098.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. Senate
                  
                  
                ",Todd Young,//static.votesmart.org/static/canphoto/120345.jpg,"
                Todd Young

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/120345.jpg,"Indiana
","U.S. Senate
",
"
                  Indiana
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Jennifer-Ruth Green,//static.votesmart.org/static/canphoto/201912.jpg,"
                Jennifer-Ruth Green

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/201912.jpg,"Indiana
","U.S. House
","1
"
