wmpid,face_url_2022,face_category_2022,face_2022,full_name
WMPID2951,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kermit_Jones.jpeg,House,yes,Kermit Jones
WMPID1691,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Matt-Brock.PNG,House,yes,Matthew Brock
WMPID774,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jared_Huffman.jpg,House,yes,Jared Huffman
WMPID3156,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Max-Semenenko.PNG,House,yes,Max Semenenko
WMPID2967,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Derek_Marshall.png,House,yes,Derek Marshall
WMPID3331,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/TomPatti2022.png,House,yes,Thomas Patti
WMPID2103,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MichaelErnestKerr.jpg,House,yes,Michael Ernest Kerr
WMPID4009,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Dennis.jpg,House,yes,John Dennis
WMPID3042,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Barbara_Lee.PNG,House,yes,Stephen Scott Slauson
WMPID1770,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Adam_Gray.jpg,House,yes,Adam Gray
WMPID3770,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Duarte.jpeg,House,yes,John Duarte
WMPID2926,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kevin-Mullin.PNG,House,yes,Kevin Mullin
WMPID2836,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David-Canepa.PNG,House,yes,David Canepa
WMPID775,"https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Eric_Swalwell,_official_portrait,_113th_Congress-7.jpg",House,yes,Eric Swalwell
WMPID4064,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Peter-Hernandez.PNG,House,yes,Peter Hernandez
WMPID776,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David-Valadao.png,House,yes,David Valadao
WMPID2485,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Rudy-Salas.jpg,House,yes,Rudy Salas
WMPID1772,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michael_MaherCA.jpg,House,yes,Michael Maher
WMPID3731,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marisa-Wood.PNG,House,yes,Marisa Wood
WMPID4375,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/BradAllen.jpg,House,yes,Brad Allen
WMPID3141,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MattJacobs.png,House,yes,Matthew Jacobs
WMPID777,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tony-Cardenas.jpg,House,yes,Tony Cardenas
WMPID4216,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Daniel-Bocic-Martinez.PNG,House,yes,Daniel Jose Bocic Martinez
WMPID2565,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Wes-Hallman.PNG,House,yes,Wesley Phillip Hallman
WMPID4146,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Lucie-Lapointe-Volotzky.PNG,House,yes,Lucie Lapointe Volotzky
WMPID778,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Pete_Aguilar_official_portrait_114th_Congress.jpg,House,yes,Pete Aguilar
WMPID4866,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John-Mark-Potter.PNG,House,yes,John Mark Porter
WMPID3668,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Kim2.jpg,House,yes,David Yung Ho Kim
WMPID780,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Raul-Ruiz.PNG,House,yes,Raul Ruiz
WMPID781,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ken-Calvert.PNG,House,yes,Ken Calvert
WMPID2320,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Sydney-KamlagerDove.jpg,House,yes,Sydney Kamlager
WMPID3048,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jan-Perry.PNG,House,yes,Jan Perry
WMPID782,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/LindaSanchezReplace.jpg,House,yes,Linda Sanchez
WMPID3785,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jay-Chen.PNG,House,yes,Jay Chen
WMPID3357,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Eric_Ching__.jpg,House,yes,Eric Ching
WMPID3872,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Asif-Mahmood.PNG,House,yes,Asif Mahmood
WMPID4731,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/WillRollins.jpg,House,yes,Will Rollins
WMPID783,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mark_Takano.jpg,House,yes,Mark Takano
WMPID3505,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Robert-Garcia.PNG,House,yes,Robert Garcia
WMPID2130,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ScottBaugh.jpeg,House,yes,Scott Baugh
WMPID784,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Juan_Vargas_official_photo.jpg,House,yes,Juan Vargas
WMPID1878,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Stephen_Houlahan1.JPG,House,yes,Stephen William Houlahan
WMPID3589,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Corey-Gustafson.jpg,House,yes,Corey Gustafson
WMPID3057,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Stan-Caplan.PNG,House,yes,Stan Caplan
WMPID785,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Scott_Peters.jpg,House,yes,Scott Peters
WMPID1833,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tyler_Geffeney.jpg,House,yes,Tyler Geffeney
WMPID4752,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JenniferQualteri.jpg,House,yes,Jennifer Qualteri
WMPID1868,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/372EB166-DD69-41F6-AD08-1A0B0473CBEA.jpeg,House,yes,Ryan James Mcgonigal
WMPID3792,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SteveYurash.JPG,House,yes,Stephen Andrew Yurash
WMPID1850,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marshall_Dawson.jpg,House,yes,Marshall Dawson
WMPID3205,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marina-Zimmerman.PNG,House,yes,Marina Zimmerman
WMPID3161,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KristinSkowronski.png,House,yes,Kristin Elise Skowronski
WMPID2690,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/afrisch.jpeg,House,yes,Adam Frisch
WMPID3843,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DougVanRaam1.jpg,House,yes,Douglas Van Raam
WMPID1704,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dec72021322PM_104500298_Fam2016.jpg,House,yes,Donna Windholz
WMPID4632,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Ryan Casey Thompson
WMPID1749,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DavidTorres1.jpeg,House,yes,Santiago David Goenaga-Torres
WMPID4668,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Alax_Jones.jpeg,House,yes,Alax Jones
WMPID2618,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DavidTorres1.jpeg,House,yes,Christopher Mitchell
WMPID3300,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michael_Colombe.jpg,House,yes,Matthew Feigenbaum
WMPID1675,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Eric-Mulder.PNG,House,yes,Eric Mulder
WMPID1946,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Andrew Forrest White
WMPID2296,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Steve_Monahan1.jpeg,House,yes,Steven Edward Monahan
WMPID1566,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Erik-Aadland.PNG,House,yes,Erik Aadland
WMPID4191,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Caraveo__Headshot__1__fixed.jpg,House,yes,Yadira Caraveo
WMPID2961,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Barbara_Kirkmeyer2.jpg,House,yes,Barbara Kirkmeyer
WMPID1309,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Joshua_Rodriguez.jpeg,House,yes,Joshua Rodriguez
WMPID2605,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/TimLong.jpg,House,yes,Timothy Louis Long
WMPID3980,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Larry-Lazor.PNG,House,yes,Lawrence Zidovsky Lazor
WMPID786,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joe_Courtney.jpg,House,yes,Joe Courtney
WMPID4570,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mike-France.PNG,House,yes,Mike France
WMPID4644,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Amy_Chai.jpg,House,yes,Amy Fogelstrom Chai
WMPID4701,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/LesleyDeNardis.jpg,House,yes,Lesley Denardis
WMPID1935,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JaymeStevenson2022.jpg,House,yes,Jayme Stevenson
WMPID1668,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/George_Logan.JPG,House,yes,George Logan
WMPID2101,,House,yes,Nelson Rimensnyder
WMPID4991,,House,yes,Bruce Powell Majors
WMPID5144,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Cody-McNutt.PNG,House,yes,Cody Mcnutt
WMPID1630,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Rebekah-Jones.jpg,House,yes,Rebekah Jones
WMPID3522,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/bjones.jpg,House,yes,Bryan Christopher Jones
WMPID3719,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Margaret_Schiller.jpeg,House,yes,Margaret Ann Schiller
WMPID4895,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MarkLombardo.jpg,House,yes,Mark Lombardo
WMPID2155,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Linda_Brooks_FL.jpeg,House,yes,Linda Susan Brooks
WMPID3069,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Danielle_Hawk1.png,House,yes,Danielle Nicole Hawk
WMPID3567,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Justin-Waters.PNG,House,yes,Justin James Waters
WMPID4215,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/ManuelAsensio.jpeg,House,yes,Manuel Asensio
WMPID2842,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/lgarnerlopez.jpeg,House,yes,Leigha Luna Garner-Lopez
WMPID1803,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Hill.jpg,House,yes,Anthony Tony Hill
WMPID2093,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mara-Macie.PNG,House,yes,Mara Heather Macie
WMPID1812,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/s04_5094.jpg,House,yes,Aaron Bean
WMPID2699,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JonChuba.jpg,House,yes,Jon Chuba
WMPID3431,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Charles-Davis.PNG,House,yes,Charles Edward Davis
WMPID3614,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Cory-Mills.PNG,House,yes,Cory Mills
WMPID3389,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/dukebrady.jpg,House,yes,Brady Duke
WMPID3738,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Erika-Benfield.PNG,House,yes,Erika Benfield
WMPID1583,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Taun_Le.jpg,House,yes,Tuan Le
WMPID3756,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Scott_Sturgill2.jpeg,House,yes,Scott Sturgill
WMPID2684,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AllekPastrana.png,House,yes,Allek Pastrana
WMPID2598,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tatiana_Fernandez.png,House,yes,Al Krulick
WMPID1633,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Russell_Roberts.jpg,House,yes,Russell Roberts
WMPID3633,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AlSantos.PNG,House,yes,Al Santos
WMPID4608,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tatiana_Fernandez.png,House,yes,Hlsia Tatiana Fernandez
WMPID4786,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ted_Edwards11.jpeg,House,yes,Ted Edwards
WMPID4536,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JoanneTerry.jpeg,House,yes,Joanne Terry
WMPID2864,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Danelle_Dodge.jpg,House,yes,Danelle Dodge
WMPID4462,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KarenGreenFlorida.jpeg,House,yes,Karen Green
WMPID4676,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kenneth-Hartpence.PNG,House,yes,Kenneth James Hartpence
WMPID4733,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Scotty_MooreFL.jpeg,House,yes,Scotty Moore
WMPID2940,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/adianis_morales.jpg,House,yes,Adianis Morales
WMPID2275,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NatalieJackson.jpg,House,yes,Natalie Jackson
WMPID2594,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/s11_5193.jpg,House,yes,Randolph Bracy
WMPID1713,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/jachenbach2.png,House,yes,Jack Joseph Achenbach
WMPID4397,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/214194260_101139735578863_2903162498017603385_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=IIV26fOYHacAX9HRAjx&_nc_ht=scontent-lga3-2.xx&oh=00_AfCn-xpHfjNN3YIwoK74i3_aH2iUs0CAKaKEj1eEYiKtGw&oe=63BC2E1D,House,yes,Terence Gray
WMPID2268,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Teresa_Tachon.jpg,House,yes,Teresa Tachon
WMPID1824,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Maxwell-Frost.PNG,House,yes,Maxwell Alejandro Frost
WMPID4289,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/CalvinWimbish.JPG,House,yes,Calvin Wimbish
WMPID4288,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JasonHolic.jpg,House,yes,Jason Kyle Holic
WMPID3347,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JeffreyBoone.jpeg,House,yes,Jeffrey Boone
WMPID2196,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/pweed.jpeg,House,yes,Peter Weed
WMPID1923,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/USHAJAIN.jpg,House,yes,Usha Jain
WMPID4553,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Thuy_Lowe.jpg,House,yes,Thuy Lowe
WMPID4843,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Khalid_Muneer.jpeg,House,yes,Khalid Muneer
WMPID4928,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Corrine_Brown.jpg,House,yes,Corrine Brown
WMPID1901,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AnthonySabatini.JPG,House,yes,Anthony Sabatini
WMPID4372,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Gavriel_Soriano.png,House,yes,Gavriel Eliyahu Soriano
WMPID1572,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ShanteMunns.jpeg,House,yes,Shante Munns
WMPID4830,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KevinPorter.jpg,House,yes,Kevin Dean Porter
WMPID3610,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Brian-Perras.jpg,House,yes,Brian Perras
WMPID3364,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SidPreskitt2.jpeg,House,yes,Sid Preskitt
WMPID4777,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Gus_M._Bilirakis.jpg,House,yes,Charles W Smith
WMPID4758,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/chris_headshot.jpg,House,yes,Christopher Leiser
WMPID4127,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jan_Schneider.PNG,House,yes,Jan Schneider
WMPID1926,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jun1620211221PM_104500298_headshotfccongress.jpg,House,yes,Frank Craft
WMPID788,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Lois_Frankel__Official_portrait__113th_Congress-7_fixed.jpg,House,yes,Lois J Frankel
WMPID158,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ByronDonalds.jpg,House,yes,Byron Donalds
WMPID3264,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ChristopherBradley.png,House,yes,Christopher Bradley
WMPID2732,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JamesJudge.jpg,House,yes,James Judge
WMPID4809,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Samar_Nashagh1.jpeg,House,yes,Sam Nashagh
WMPID2262,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JenniferRaybon2022.png,House,yes,Jennifer Susan Raybon
WMPID4593,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Wendy_Schmeling.jpg,House,yes,Wendy June Schmeling
WMPID4000,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/_Laurel-Lee_.jpg,House,yes,Laurel Lee
WMPID3993,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JerryTorres.jpg,House,yes,Jerry Torres
WMPID3868,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MartinHyde.jpeg,House,yes,Martin Hyde
WMPID4150,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/akale.jpg,House,yes,Andrea Doria Kale
WMPID3086,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MelissaMartz.jpeg,House,yes,Melissa Martz
WMPID3591,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Corinna_Robinson.jpeg,House,yes,Corinna Balderramos Robinson
WMPID3481,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Eddie-Tarazona.PNG,House,yes,Eddie Tarazona
WMPID3586,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jim_Huff1.jpg,House,yes,Jim Huff
WMPID3378,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Dale_Holness.jpg,House,yes,Dale Holness
WMPID2528,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Leonard_Serratore_.JPG,House,yes,Leonard Louis Serratore
WMPID2451,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Anika_Omphroy2022.jpg,House,yes,Anika Omphroy
WMPID4605,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/jbuongiorno.jpg,House,yes,Jeffrey Buongiorno
WMPID2558,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/rdorilas.jpeg,House,yes,Rod Dorilas
WMPID4035,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/dan_franzese.jpg,House,yes,Daniel John Franzese
WMPID2010,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/LjuboSkrbic.jpg,House,yes,Ljubo Skrbic
WMPID2844,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DeborahAdeimyFL.png,House,yes,Deborah Adeimy
WMPID2285,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Peter_Arianas1.jpeg,House,yes,Peter Steven Arianas
WMPID2959,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/cmclaughlin.jpg,House,yes,Christy Mclaughlin
WMPID2113,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Carrie-Lawlor.PNG,House,yes,Carrie Lawlor
WMPID2267,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/schess.png,House,yes,Steve Micjhael Chess
WMPID4311,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mark_Napier.jpg,House,yes,Mark Noah Napier
WMPID3412,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jared_Moskowitz2022.jpg,House,yes,Jared Moskowitz
WMPID2313,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ben_Sorensen.jpg,House,yes,Ben Sorensen
WMPID2280,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Hava-Holzhauer.PNG,House,yes,Hava Holzhauer
WMPID2445,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/RubinYoung.jpg,House,yes,Rubin Young
WMPID4005,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joe_Budd.png,House,yes,Joe Budd
WMPID2941,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/IraWeinstein2022.jpeg,House,yes,Ira Weinstein
WMPID2386,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Michaelangelo-Hamilton.PNG,House,yes,Michaelangelo Collins Hamilton
WMPID4756,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Myles_Perrone.jpeg,House,yes,Myles Perrone
WMPID4782,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Michael_Trout.png,House,yes,W Michael Trout
WMPID150,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/AllenEllison.jpeg,House,yes,Allen Ellison
WMPID3183,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ChristineAlexandriaOlivo.jpg,House,yes,Christine Alexandria Olivo
WMPID3207,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kevin_Harris2022.jpg,House,yes,Kevin Corey Harris
WMPID4941,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JesusNavarro2022.jpeg,House,yes,Jesus Navarro
WMPID790,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mario_Diaz_Balart.jpg,House,yes,Mario Diaz-Balart
WMPID2650,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DrewMontez_Clark2022.jpg,House,yes,Drew-Montez Clark
WMPID4908,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/RobertMillwee.jpg,House,yes,Robert Millwee
WMPID1920,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jeremiah-Schaffer.PNG,House,yes,Jeremiah Schaffer
WMPID3952,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/K.W.Miller.jpg,House,yes,Karl Kw Miller
WMPID2458,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Carlos_Garin.jpeg,House,yes,Carlos Martinez Garin
WMPID4740,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Robert-Asencio.PNG,House,yes,Robert Asencio
WMPID2811,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/WadeHerring.jpg,House,yes,Wade Wilkes II Herring
WMPID3733,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,George II Litchfield
WMPID791,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Sanford_D._Bishop_Jr.jpg,House,yes,Sanford Bishop
WMPID4134,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chris-West.PNG,House,yes,Christopher Chris West
WMPID3830,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Andrew Pacetti
WMPID3138,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/jonathanchavez.jpeg,House,yes,Jonathan Chavez
WMPID4211,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Christian_Zimm.png,House,yes,Christian Gerard Zimm
WMPID3230,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Bob_Christian.jpg,House,yes,Robert Franklin III Christian
WMPID1702,,House,yes,Mark Mosley
WMPID4328,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Michelle Cope
WMPID4038,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DarriusButler.png,House,yes,Darrius Maurice Butler
WMPID3754,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MichaelFord.jpg,House,yes,Michael Ford
WMPID4521,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Antonio_Daza.jpeg,House,yes,Antonio Miguel Daza-Fernandez
WMPID4564,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Angela Grace Davis
WMPID793,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Rick_Allen_Official_Photo__114th_Congress-7_fixed.jpg,House,yes,Richard W Allen
WMPID3167,,House,yes,Neil Singleton
WMPID794,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David_Scott.jpg,House,yes,David Scott
WMPID2977,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marcus_Flowers.JPG,House,yes,Marcus Flowers
WMPID1711,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AngelaPence2.jpg,House,yes,Angela Pence
WMPID3894,,House,yes,Telena Nelson
WMPID4351,,House,yes,Judith T Won Pat
WMPID796,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ED_CASE.jpg,House,yes,Ed Case
WMPID2636,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Conrad-Kress.PNG,House,yes,Conrad Kress
WMPID3270,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jill-Tokuda.PNG,House,yes,Jill Naomi Tokuda
